priority1,priority2,type,package_name,field_name,method_name,startline,endline,label,addr,_package,_class,_method
L,B,SE_NO_SERIALVERSIONID,com.helger.as2servlet.util.AS2ServletPartnershipFactory,NO_FIELD,NO_METHOD,28,35,0,SnVI,com.helger.as2servlet.util,com.helger.as2servlet.util.AS2ServletPartnershipFactory,com.helger.as2servlet.util.AS2ServletPartnershipFactory.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2servlet.util.AS2ServletXMLSession,NO_FIELD,NO_METHOD,52,145,0,SnVI,com.helger.as2servlet.util,com.helger.as2servlet.util.AS2ServletXMLSession,com.helger.as2servlet.util.AS2ServletXMLSession.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2servlet.util.AS2ServletMDNReceiverModule,NO_FIELD,NO_METHOD,29,42,0,SnVI,com.helger.as2servlet.util,com.helger.as2servlet.util.AS2ServletMDNReceiverModule,com.helger.as2servlet.util.AS2ServletMDNReceiverModule.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2servlet.mdn.AS2MDNReceiveServlet,NO_FIELD,NO_METHOD,37,46,0,SnVI,com.helger.as2servlet.mdn,com.helger.as2servlet.mdn.AS2MDNReceiveServlet,com.helger.as2servlet.mdn.AS2MDNReceiveServlet.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2servlet.util.AS2ServletReceiverModule,NO_FIELD,NO_METHOD,28,41,0,SnVI,com.helger.as2servlet.util,com.helger.as2servlet.util.AS2ServletReceiverModule,com.helger.as2servlet.util.AS2ServletReceiverModule.NO_METHOD
M,V,EI_EXPOSE_REP2,com.helger.as2lib.partner.mongodb.MongoDBPartnershipFactory,m_aPartnerships,<init>(Lcom/mongodb/client/MongoCollection;Lorg/slf4j/Logger;)V,66,66,0,EI2,com.helger.as2lib.partner.mongodb,com.helger.as2lib.partner.mongodb.MongoDBPartnershipFactory,com.helger.as2lib.partner.mongodb.MongoDBPartnershipFactory.<init>
M,B,SE_BAD_FIELD,com.helger.as2lib.partner.mongodb.MongoDBPartnershipFactory,m_aPartnerships,NO_METHOD,-1,-1,0,Se,com.helger.as2lib.partner.mongodb,com.helger.as2lib.partner.mongodb.MongoDBPartnershipFactory,com.helger.as2lib.partner.mongodb.MongoDBPartnershipFactory.NO_METHOD
M,B,SE_BAD_FIELD,com.helger.as2lib.partner.mongodb.MongoDBPartnershipFactory,m_aLogger,NO_METHOD,-1,-1,0,Se,com.helger.as2lib.partner.mongodb,com.helger.as2lib.partner.mongodb.MongoDBPartnershipFactory,com.helger.as2lib.partner.mongodb.MongoDBPartnershipFactory.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2lib.crypto.LoggingMICMatchingHandler,NO_FIELD,NO_METHOD,48,62,0,SnVI,com.helger.as2lib.crypto,com.helger.as2lib.crypto.LoggingMICMatchingHandler,com.helger.as2lib.crypto.LoggingMICMatchingHandler.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2lib.cert.CertificateFactory,NO_FIELD,NO_METHOD,58,139,0,SnVI,com.helger.as2lib.cert,com.helger.as2lib.cert.CertificateFactory,com.helger.as2lib.cert.CertificateFactory.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2lib.processor.receiver.AS2DirectoryPollingModule,NO_FIELD,NO_METHOD,40,46,0,SnVI,com.helger.as2lib.processor.receiver,com.helger.as2lib.processor.receiver.AS2DirectoryPollingModule,com.helger.as2lib.processor.receiver.AS2DirectoryPollingModule.NO_METHOD
M,V,EI_EXPOSE_REP,com.helger.as2lib.util.http.AS2HttpResponseHandlerSocket,m_aSocket,getSocket()Ljava/net/Socket;,74,74,0,EI,com.helger.as2lib.util.http,com.helger.as2lib.util.http.AS2HttpResponseHandlerSocket,com.helger.as2lib.util.http.AS2HttpResponseHandlerSocket.getSocket
M,V,EI_EXPOSE_REP,com.helger.as2lib.crypto.ECryptoAlgorithmSign,m_aOID,getOID()Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;,139,139,0,EI,com.helger.as2lib.crypto,com.helger.as2lib.crypto.ECryptoAlgorithmSign,com.helger.as2lib.crypto.ECryptoAlgorithmSign.getOID
M,V,EI_EXPOSE_REP2,com.helger.as2lib.util.dump.HTTPIncomingDumperStreamBased,m_aOS,<init>(Ljava/io/OutputStream;)V,63,63,0,EI2,com.helger.as2lib.util.dump,com.helger.as2lib.util.dump.HTTPIncomingDumperStreamBased,com.helger.as2lib.util.dump.HTTPIncomingDumperStreamBased.<init>
L,B,SE_NO_SERIALVERSIONID,com.helger.as2lib.processor.DefaultMessageProcessor,NO_FIELD,NO_METHOD,54,66,0,SnVI,com.helger.as2lib.processor,com.helger.as2lib.processor.DefaultMessageProcessor,com.helger.as2lib.processor.DefaultMessageProcessor.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2lib.processor.resender.ImmediateResenderModule,NO_FIELD,NO_METHOD,53,96,0,SnVI,com.helger.as2lib.processor.resender,com.helger.as2lib.processor.resender.ImmediateResenderModule,com.helger.as2lib.processor.resender.ImmediateResenderModule.NO_METHOD
M,V,EI_EXPOSE_REP2,com.helger.as2lib.crypto.MIC,m_aMICBytes,<init>([BLcom/helger/as2lib/crypto/ECryptoAlgorithmSign;)V,69,69,0,EI2,com.helger.as2lib.crypto,com.helger.as2lib.crypto.MIC,com.helger.as2lib.crypto.MIC.<init>
M,V,EI_EXPOSE_REP,com.helger.as2lib.crypto.MIC,m_aMICBytes,micBytes()[B,79,79,0,EI,com.helger.as2lib.crypto,com.helger.as2lib.crypto.MIC,com.helger.as2lib.crypto.MIC.micBytes
L,B,SE_NO_SERIALVERSIONID,com.helger.as2lib.crypto.MIC,NO_FIELD,NO_METHOD,59,197,0,SnVI,com.helger.as2lib.crypto,com.helger.as2lib.crypto.MIC,com.helger.as2lib.crypto.MIC.NO_METHOD
M,V,EI_EXPOSE_REP2,com.helger.as2lib.util.http.AS2InputStreamProviderSocket,m_aSocket,<init>(Ljava/net/Socket;)V,67,67,0,EI2,com.helger.as2lib.util.http,com.helger.as2lib.util.http.AS2InputStreamProviderSocket,com.helger.as2lib.util.http.AS2InputStreamProviderSocket.<init>
L,B,SE_NO_SERIALVERSIONID,com.helger.as2lib.processor.receiver.AS2ReceiverModule,NO_FIELD,NO_METHOD,39,48,0,SnVI,com.helger.as2lib.processor.receiver,com.helger.as2lib.processor.receiver.AS2ReceiverModule,com.helger.as2lib.processor.receiver.AS2ReceiverModule.NO_METHOD
M,V,EI_EXPOSE_REP,com.helger.as2lib.client.AS2ClientResponse,m_aThrowable,getException()Ljava/lang/Throwable;,123,123,0,EI,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientResponse,com.helger.as2lib.client.AS2ClientResponse.getException
M,V,EI_EXPOSE_REP2,com.helger.as2lib.client.AS2ClientResponse,m_aMDNVerificationCertificate,setMDNVerificationCertificate(Ljava/security/cert/X509Certificate;)V,211,211,0,EI2,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientResponse,com.helger.as2lib.client.AS2ClientResponse.setMDNVerificationCertificate
M,V,EI_EXPOSE_REP2,com.helger.as2lib.client.AS2ClientResponse,m_aThrowable,setException(Ljava/lang/Throwable;)V,102,102,0,EI2,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientResponse,com.helger.as2lib.client.AS2ClientResponse.setException
M,V,EI_EXPOSE_REP,com.helger.as2lib.client.AS2ClientResponse,m_aMDNVerificationCertificate,getMDNVerificationCertificate()Ljava/security/cert/X509Certificate;,200,200,0,EI,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientResponse,com.helger.as2lib.client.AS2ClientResponse.getMDNVerificationCertificate
M,V,EI_EXPOSE_REP2,com.helger.as2lib.client.AS2ClientResponse,m_aMDN,setMDN(Lcom/helger/as2lib/message/IMessageMDN;)V,135,135,0,EI2,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientResponse,com.helger.as2lib.client.AS2ClientResponse.setMDN
M,V,EI_EXPOSE_REP,com.helger.as2lib.client.AS2ClientResponse,m_aMDN,getMDN()Lcom/helger/as2lib/message/IMessageMDN;,156,156,0,EI,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientResponse,com.helger.as2lib.client.AS2ClientResponse.getMDN
L,B,SE_NO_SERIALVERSIONID,com.helger.as2lib.client.AS2ClientResponse,NO_FIELD,NO_METHOD,66,280,0,SnVI,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientResponse,com.helger.as2lib.client.AS2ClientResponse.NO_METHOD
M,V,EI_EXPOSE_REP2,com.helger.as2lib.exception.AS2Exception,m_aSrcMsg,setSourceMsg(Lcom/helger/as2lib/message/IMessage;)Lcom/helger/as2lib/exception/AS2Exception;,88,88,0,EI2,com.helger.as2lib.exception,com.helger.as2lib.exception.AS2Exception,com.helger.as2lib.exception.AS2Exception.setSourceMsg
M,V,EI_EXPOSE_REP,com.helger.as2lib.exception.AS2Exception,m_aSrcMsg,getSourceMsg()Lcom/helger/as2lib/message/IMessage;,82,82,0,EI,com.helger.as2lib.exception,com.helger.as2lib.exception.AS2Exception,com.helger.as2lib.exception.AS2Exception.getSourceMsg
M,V,EI_EXPOSE_REP,com.helger.as2lib.processor.resender.ResendItem,m_aMsg,getMessage()Lcom/helger/as2lib/message/IMessage;,100,100,0,EI,com.helger.as2lib.processor.resender,com.helger.as2lib.processor.resender.ResendItem,com.helger.as2lib.processor.resender.ResendItem.getMessage
L,B,SE_NO_SERIALVERSIONID,com.helger.as2lib.processor.resender.ResendItem,NO_FIELD,NO_METHOD,66,117,0,SnVI,com.helger.as2lib.processor.resender,com.helger.as2lib.processor.resender.ResendItem,com.helger.as2lib.processor.resender.ResendItem.NO_METHOD
L,D,PZLA_PREFER_ZERO_LENGTH_ARRAYS,com.helger.as2lib.util.javamail.DispositionDataContentHandler,NO_FIELD,getTransferData(Ljava/awt/datatransfer/DataFlavor;Ljavax/activation/DataSource;)[B,81,81,0,PZLA,com.helger.as2lib.util.javamail,com.helger.as2lib.util.javamail.DispositionDataContentHandler,com.helger.as2lib.util.javamail.DispositionDataContentHandler.getTransferData
H,I,DM_DEFAULT_ENCODING,com.helger.as2lib.util.javamail.DispositionDataContentHandler,NO_FIELD,writeTo(Ljava/lang/Object;Ljava/lang/String;Ljava/io/OutputStream;)V,149,149,0,Dm,com.helger.as2lib.util.javamail,com.helger.as2lib.util.javamail.DispositionDataContentHandler,com.helger.as2lib.util.javamail.DispositionDataContentHandler.writeTo
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.helger.as2lib.crypto.ICryptoHelper,NO_FIELD,loadKeyStore(Lcom/helger/security/keystore/IKeyStoreType;Ljava/io/InputStream;[C)Ljava/security/KeyStore;,-1,-1,0,THROWS,com.helger.as2lib.crypto,com.helger.as2lib.crypto.ICryptoHelper,com.helger.as2lib.crypto.ICryptoHelper.loadKeyStore
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.helger.as2lib.crypto.ICryptoHelper,NO_FIELD,isEncrypted(Ljavax/mail/internet/MimeBodyPart;)Z,-1,-1,0,THROWS,com.helger.as2lib.crypto,com.helger.as2lib.crypto.ICryptoHelper,com.helger.as2lib.crypto.ICryptoHelper.isEncrypted
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.helger.as2lib.crypto.ICryptoHelper,NO_FIELD,isSigned(Ljavax/mail/internet/MimeBodyPart;)Z,-1,-1,0,THROWS,com.helger.as2lib.crypto,com.helger.as2lib.crypto.ICryptoHelper,com.helger.as2lib.crypto.ICryptoHelper.isSigned
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.helger.as2lib.crypto.ICryptoHelper,NO_FIELD,calculateMIC(Ljavax/mail/internet/MimeBodyPart;Lcom/helger/as2lib/crypto/ECryptoAlgorithmSign;Z)Lcom/helger/as2lib/crypto/MIC;,-1,-1,0,THROWS,com.helger.as2lib.crypto,com.helger.as2lib.crypto.ICryptoHelper,com.helger.as2lib.crypto.ICryptoHelper.calculateMIC
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.helger.as2lib.crypto.ICryptoHelper,NO_FIELD,encrypt(Ljavax/mail/internet/MimeBodyPart;Ljava/security/cert/X509Certificate;Lcom/helger/as2lib/crypto/ECryptoAlgorithmCrypt;Lcom/helger/mail/cte/EContentTransferEncoding;)Ljavax/mail/internet/MimeBodyPart;,-1,-1,0,THROWS,com.helger.as2lib.crypto,com.helger.as2lib.crypto.ICryptoHelper,com.helger.as2lib.crypto.ICryptoHelper.encrypt
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.helger.as2lib.crypto.ICryptoHelper,NO_FIELD,decrypt(Ljavax/mail/internet/MimeBodyPart;Ljava/security/cert/X509Certificate;Ljava/security/PrivateKey;ZLcom/helger/as2lib/util/AS2ResourceHelper;)Ljavax/mail/internet/MimeBodyPart;,-1,-1,0,THROWS,com.helger.as2lib.crypto,com.helger.as2lib.crypto.ICryptoHelper,com.helger.as2lib.crypto.ICryptoHelper.decrypt
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.helger.as2lib.crypto.ICryptoHelper,NO_FIELD,sign(Ljavax/mail/internet/MimeBodyPart;Ljava/security/cert/X509Certificate;Ljava/security/PrivateKey;Lcom/helger/as2lib/crypto/ECryptoAlgorithmSign;ZZLcom/helger/mail/cte/EContentTransferEncoding;)Ljavax/mail/internet/MimeBodyPart;,-1,-1,0,THROWS,com.helger.as2lib.crypto,com.helger.as2lib.crypto.ICryptoHelper,com.helger.as2lib.crypto.ICryptoHelper.sign
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.helger.as2lib.crypto.ICryptoHelper,NO_FIELD,verify(Ljavax/mail/internet/MimeBodyPart;Ljava/security/cert/X509Certificate;ZZLjava/util/function/Consumer;Lcom/helger/as2lib/util/AS2ResourceHelper;)Ljavax/mail/internet/MimeBodyPart;,-1,-1,0,THROWS,com.helger.as2lib.crypto,com.helger.as2lib.crypto.ICryptoHelper,com.helger.as2lib.crypto.ICryptoHelper.verify
L,B,SE_NO_SERIALVERSIONID,com.helger.as2lib.disposition.DispositionType,NO_FIELD,NO_METHOD,76,229,0,SnVI,com.helger.as2lib.disposition,com.helger.as2lib.disposition.DispositionType,com.helger.as2lib.disposition.DispositionType.NO_METHOD
M,V,EI_EXPOSE_REP2,com.helger.as2lib.client.AS2ClientRequest,m_aDataHandler,setData(Ljavax/activation/DataHandler;)Lcom/helger/as2lib/client/AS2ClientRequest;,251,251,0,EI2,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientRequest,com.helger.as2lib.client.AS2ClientRequest.setData
M,V,EI_EXPOSE_REP2,com.helger.as2lib.client.AS2ClientRequest,m_aDataByteArray,setData([B)Lcom/helger/as2lib/client/AS2ClientRequest;,205,205,0,EI2,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientRequest,com.helger.as2lib.client.AS2ClientRequest.setData
M,V,EI_EXPOSE_REP2,com.helger.as2lib.processor.receiver.net.AS2NetException,m_aAddress,<init>(Ljava/net/InetAddress;ILjava/lang/Throwable;)V,53,53,0,EI2,com.helger.as2lib.processor.receiver.net,com.helger.as2lib.processor.receiver.net.AS2NetException,com.helger.as2lib.processor.receiver.net.AS2NetException.<init>
M,V,EI_EXPOSE_REP,com.helger.as2lib.processor.receiver.net.AS2NetException,m_aAddress,getAddress()Ljava/net/InetAddress;,60,60,0,EI,com.helger.as2lib.processor.receiver.net,com.helger.as2lib.processor.receiver.net.AS2NetException,com.helger.as2lib.processor.receiver.net.AS2NetException.getAddress
M,V,EI_EXPOSE_REP2,com.helger.as2lib.cert.PredefinedCertificateFactory,m_aCtorKeyStore,<init>(Ljava/security/KeyStore;)V,58,58,0,EI2,com.helger.as2lib.cert,com.helger.as2lib.cert.PredefinedCertificateFactory,com.helger.as2lib.cert.PredefinedCertificateFactory.<init>
M,V,EI_EXPOSE_REP,com.helger.as2lib.cert.PredefinedCertificateFactory,m_aCtorKeyStore,getKeyStoreFromCtor()Ljava/security/KeyStore;,64,64,0,EI,com.helger.as2lib.cert,com.helger.as2lib.cert.PredefinedCertificateFactory,com.helger.as2lib.cert.PredefinedCertificateFactory.getKeyStoreFromCtor
L,B,SE_NO_SERIALVERSIONID,com.helger.as2lib.cert.PredefinedCertificateFactory,NO_FIELD,NO_METHOD,56,74,0,SnVI,com.helger.as2lib.cert,com.helger.as2lib.cert.PredefinedCertificateFactory,com.helger.as2lib.cert.PredefinedCertificateFactory.NO_METHOD
M,B,SE_BAD_FIELD,com.helger.as2lib.cert.PredefinedCertificateFactory,m_aCtorKeyStore,NO_METHOD,-1,-1,0,Se,com.helger.as2lib.cert,com.helger.as2lib.cert.PredefinedCertificateFactory,com.helger.as2lib.cert.PredefinedCertificateFactory.NO_METHOD
M,V,EI_EXPOSE_REP2,com.helger.as2lib.partner.AS2PartnershipNotFoundException,m_aPartnership,<init>(Lcom/helger/as2lib/partner/Partnership;)V,51,51,0,EI2,com.helger.as2lib.partner,com.helger.as2lib.partner.AS2PartnershipNotFoundException,com.helger.as2lib.partner.AS2PartnershipNotFoundException.<init>
M,V,EI_EXPOSE_REP,com.helger.as2lib.partner.AS2PartnershipNotFoundException,m_aPartnership,getPartnership()Lcom/helger/as2lib/partner/Partnership;,60,60,0,EI,com.helger.as2lib.partner,com.helger.as2lib.partner.AS2PartnershipNotFoundException,com.helger.as2lib.partner.AS2PartnershipNotFoundException.getPartnership
L,B,SE_NO_SERIALVERSIONID,com.helger.as2lib.processor.receiver.AS2MDNReceiverModule,NO_FIELD,NO_METHOD,39,48,0,SnVI,com.helger.as2lib.processor.receiver,com.helger.as2lib.processor.receiver.AS2MDNReceiverModule,com.helger.as2lib.processor.receiver.AS2MDNReceiverModule.NO_METHOD
M,V,EI_EXPOSE_REP,com.helger.as2lib.crypto.ECryptoAlgorithmCrypt,m_aOID,getOID()Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;,84,84,0,EI,com.helger.as2lib.crypto,com.helger.as2lib.crypto.ECryptoAlgorithmCrypt,com.helger.as2lib.crypto.ECryptoAlgorithmCrypt.getOID
M,B,SE_BAD_FIELD,com.helger.as2lib.crypto.ECryptoAlgorithmCrypt,m_aOID,NO_METHOD,-1,-1,0,Se,com.helger.as2lib.crypto,com.helger.as2lib.crypto.ECryptoAlgorithmCrypt,com.helger.as2lib.crypto.ECryptoAlgorithmCrypt.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2lib.processor.resender.InMemoryResenderModule,NO_FIELD,NO_METHOD,63,197,0,SnVI,com.helger.as2lib.processor.resender,com.helger.as2lib.processor.resender.InMemoryResenderModule,com.helger.as2lib.processor.resender.InMemoryResenderModule.NO_METHOD
M,V,EI_EXPOSE_REP,com.helger.as2lib.processor.AS2NoModuleException,m_aOptions,options()Lcom/helger/commons/collection/impl/ICommonsMap;,82,82,0,EI,com.helger.as2lib.processor,com.helger.as2lib.processor.AS2NoModuleException,com.helger.as2lib.processor.AS2NoModuleException.options
M,V,EI_EXPOSE_REP2,com.helger.as2lib.processor.AS2NoModuleException,m_aMsg,<init>(Ljava/lang/String;Lcom/helger/as2lib/message/IMessage;Ljava/util/Map;)V,62,62,0,EI2,com.helger.as2lib.processor,com.helger.as2lib.processor.AS2NoModuleException,com.helger.as2lib.processor.AS2NoModuleException.<init>
M,V,EI_EXPOSE_REP,com.helger.as2lib.processor.AS2NoModuleException,m_aMsg,getMsg()Lcom/helger/as2lib/message/IMessage;,75,75,0,EI,com.helger.as2lib.processor,com.helger.as2lib.processor.AS2NoModuleException,com.helger.as2lib.processor.AS2NoModuleException.getMsg
M,V,EI_EXPOSE_REP,com.helger.as2lib.AbstractDynamicComponent,m_aSession,getSession()Lcom/helger/as2lib/session/IAS2Session;,98,98,0,EI,com.helger.as2lib,com.helger.as2lib.AbstractDynamicComponent,com.helger.as2lib.AbstractDynamicComponent.getSession
M,V,EI_EXPOSE_REP,com.helger.as2lib.AbstractDynamicComponent,m_aAttrs,attrs()Lcom/helger/commons/collection/attr/StringMap;,67,67,0,EI,com.helger.as2lib,com.helger.as2lib.AbstractDynamicComponent,com.helger.as2lib.AbstractDynamicComponent.attrs
L,B,SE_NO_SERIALVERSIONID,com.helger.as2lib.partner.Partnership,NO_FIELD,NO_METHOD,67,1025,0,SnVI,com.helger.as2lib.partner,com.helger.as2lib.partner.Partnership,com.helger.as2lib.partner.Partnership.NO_METHOD
M,V,EI_EXPOSE_REP,com.helger.as2lib.processor.AS2ProcessorException,m_aProcessor,getProcessor()Lcom/helger/as2lib/processor/IMessageProcessor;,91,91,0,EI,com.helger.as2lib.processor,com.helger.as2lib.processor.AS2ProcessorException,com.helger.as2lib.processor.AS2ProcessorException.getProcessor
M,V,EI_EXPOSE_REP2,com.helger.as2lib.processor.AS2ProcessorException,m_aProcessor,<init>(Lcom/helger/as2lib/processor/IMessageProcessor;Ljava/util/List;)V,84,84,0,EI2,com.helger.as2lib.processor,com.helger.as2lib.processor.AS2ProcessorException,com.helger.as2lib.processor.AS2ProcessorException.<init>
L,B,SE_NO_SERIALVERSIONID,com.helger.as2lib.params.MessageParameters,NO_FIELD,NO_METHOD,57,140,0,SnVI,com.helger.as2lib.params,com.helger.as2lib.params.MessageParameters,com.helger.as2lib.params.MessageParameters.NO_METHOD
H,D,DMI_NONSERIALIZABLE_OBJECT_WRITTEN,com.helger.as2lib.message.AbstractBaseMessage,NO_FIELD,writeObject(Ljava/io/ObjectOutputStream;)V,79,79,0,DMI,com.helger.as2lib.message,com.helger.as2lib.message.AbstractBaseMessage,com.helger.as2lib.message.AbstractBaseMessage.writeObject
M,V,EI_EXPOSE_REP,com.helger.as2lib.message.AbstractBaseMessage,m_aHeaders,headers()Lcom/helger/commons/http/HttpHeaderMap;,96,96,0,EI,com.helger.as2lib.message,com.helger.as2lib.message.AbstractBaseMessage,com.helger.as2lib.message.AbstractBaseMessage.headers
M,V,EI_EXPOSE_REP,com.helger.as2lib.message.AbstractBaseMessage,m_aAttributes,attrs()Lcom/helger/commons/collection/attr/StringMap;,89,89,0,EI,com.helger.as2lib.message,com.helger.as2lib.message.AbstractBaseMessage,com.helger.as2lib.message.AbstractBaseMessage.attrs
M,V,EI_EXPOSE_REP,com.helger.as2lib.message.AbstractBaseMessage,m_aPartnership,partnership()Lcom/helger/as2lib/partner/Partnership;,109,109,0,EI,com.helger.as2lib.message,com.helger.as2lib.message.AbstractBaseMessage,com.helger.as2lib.message.AbstractBaseMessage.partnership
M,V,EI_EXPOSE_REP2,com.helger.as2lib.message.AbstractBaseMessage,m_aPartnership,setPartnership(Lcom/helger/as2lib/partner/Partnership;)V,102,102,0,EI2,com.helger.as2lib.message,com.helger.as2lib.message.AbstractBaseMessage,com.helger.as2lib.message.AbstractBaseMessage.setPartnership
M,V,MS_EXPOSE_REP,com.helger.as2lib.util.AS2IOHelper,FOM,getFileOperationManager()Lcom/helger/commons/io/file/FileOperationManager;,83,83,0,MS,com.helger.as2lib.util,com.helger.as2lib.util.AS2IOHelper,com.helger.as2lib.util.AS2IOHelper.getFileOperationManager
M,V,EI_EXPOSE_REP,com.helger.as2lib.message.AbstractMessageMDN,m_aData,getData()Ljavax/mail/internet/MimeBodyPart;,78,78,0,EI,com.helger.as2lib.message,com.helger.as2lib.message.AbstractMessageMDN,com.helger.as2lib.message.AbstractMessageMDN.getData
M,V,EI_EXPOSE_REP,com.helger.as2lib.message.AbstractMessageMDN,m_aMessage,getMessage()Lcom/helger/as2lib/message/IMessage;,66,66,0,EI,com.helger.as2lib.message,com.helger.as2lib.message.AbstractMessageMDN,com.helger.as2lib.message.AbstractMessageMDN.getMessage
M,V,EI_EXPOSE_REP2,com.helger.as2lib.message.AbstractMessageMDN,m_aMessage,setMessage(Lcom/helger/as2lib/message/IMessage;)V,72,72,0,EI2,com.helger.as2lib.message,com.helger.as2lib.message.AbstractMessageMDN,com.helger.as2lib.message.AbstractMessageMDN.setMessage
M,V,EI_EXPOSE_REP2,com.helger.as2lib.message.AbstractMessageMDN,m_aData,setData(Ljavax/mail/internet/MimeBodyPart;)V,83,83,0,EI2,com.helger.as2lib.message,com.helger.as2lib.message.AbstractMessageMDN,com.helger.as2lib.message.AbstractMessageMDN.setData
L,V,MC_OVERRIDABLE_METHOD_CALL_IN_CONSTRUCTOR,com.helger.as2lib.message.AbstractMessageMDN,NO_FIELD,<init>(Lcom/helger/as2lib/message/IMessage;)V,60,60,0,MC,com.helger.as2lib.message,com.helger.as2lib.message.AbstractMessageMDN,com.helger.as2lib.message.AbstractMessageMDN.<init>
M,X,OBL_UNSATISFIED_OBLIGATION,com.helger.as2lib.util.http.TempSharedFileInputStream,NO_FIELD,storeContentToTempFile(Ljava/io/InputStream;Ljava/lang/String;)Ljava/io/File;,138,138,0,OBL,com.helger.as2lib.util.http,com.helger.as2lib.util.http.TempSharedFileInputStream,com.helger.as2lib.util.http.TempSharedFileInputStream.storeContentToTempFile
M,B,THROWS_METHOD_THROWS_CLAUSE_THROWABLE,com.helger.as2lib.util.http.TempSharedFileInputStream,NO_FIELD,finalize()V,90,99,0,THROWS,com.helger.as2lib.util.http,com.helger.as2lib.util.http.TempSharedFileInputStream,com.helger.as2lib.util.http.TempSharedFileInputStream.finalize
L,B,SE_NO_SERIALVERSIONID,com.helger.as2lib.partner.PartnershipMap,NO_FIELD,NO_METHOD,56,192,0,SnVI,com.helger.as2lib.partner,com.helger.as2lib.partner.PartnershipMap,com.helger.as2lib.partner.PartnershipMap.NO_METHOD
M,V,EI_EXPOSE_REP2,com.helger.as2lib.params.CompositeParameters,m_aParameterParsers,setParameterParsers(Lcom/helger/commons/collection/impl/ICommonsMap;)V,138,138,0,EI2,com.helger.as2lib.params,com.helger.as2lib.params.CompositeParameters,com.helger.as2lib.params.CompositeParameters.setParameterParsers
L,B,SE_NO_SERIALVERSIONID,com.helger.as2lib.params.CompositeParameters,NO_FIELD,NO_METHOD,51,147,0,SnVI,com.helger.as2lib.params,com.helger.as2lib.params.CompositeParameters,com.helger.as2lib.params.CompositeParameters.NO_METHOD
L,B,SE_NO_SERIALVERSIONID,com.helger.as2lib.message.AS2Message,NO_FIELD,NO_METHOD,64,137,0,SnVI,com.helger.as2lib.message,com.helger.as2lib.message.AS2Message,com.helger.as2lib.message.AS2Message.NO_METHOD
M,V,EI_EXPOSE_REP2,com.helger.as2lib.util.dump.HTTPOutgoingDumperStreamBased,m_aOS,<init>(Ljava/io/OutputStream;)V,74,74,0,EI2,com.helger.as2lib.util.dump,com.helger.as2lib.util.dump.HTTPOutgoingDumperStreamBased,com.helger.as2lib.util.dump.HTTPOutgoingDumperStreamBased.<init>
L,B,SE_NO_SERIALVERSIONID,com.helger.as2lib.message.AS2MessageMDN,NO_FIELD,NO_METHOD,57,79,0,SnVI,com.helger.as2lib.message,com.helger.as2lib.message.AS2MessageMDN,com.helger.as2lib.message.AS2MessageMDN.NO_METHOD
H,C,NP_NULL_ON_SOME_PATH,com.helger.as2lib.util.AS2Helper,NO_FIELD,parseMDN(Lcom/helger/as2lib/message/IMessage;Ljava/security/cert/X509Certificate;ZLjava/util/function/Consumer;Lcom/helger/as2lib/util/AS2ResourceHelper;)V,444,444,0,NP,com.helger.as2lib.util,com.helger.as2lib.util.AS2Helper,com.helger.as2lib.util.AS2Helper.parseMDN
